Customer_ID,Recency,Frequency,Monetary,Profit,Avg_Order_Value,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
CS-124001,222,4,2117,688.2105,211.7,2,2,3,223,Needs_Attention,0
CS-124002,28,5,1413,300.456,141.3,5,3,3,533,Loyal_Customers,0
CS-124003,2,5,3041,727.19936,304.1,5,3,4,534,Loyal_Customers,0
CS-124004,3,9,3651,-342.8033,260.7857142857143,5,5,4,554,Champions,1
CS-124601,296,7,8390,922.2774,559.3333333333334,2,4,5,245,At_Risk,1
CS-124602,7,7,6210,1414.935,282.27272727272725,5,4,5,545,Champions,1
CS-124603,111,7,4937,307.80088,379.7692307692308,3,4,5,345,Loyal_Customers,1
CS-124604,28,2,551,156.2593,91.83333333333333,5,1,2,512,Potential_Loyalists,0
CS-124901,78,8,2831,171.51,283.1,3,4,4,344,Loyal_Customers,1
CS-124902,3,8,1506,-84.30000000000003,107.57142857142857,5,4,3,543,Loyal_Customers,0
CS-124903,84,10,5698,-206.592,299.89473684210526,3,5,5,355,Loyal_Customers,1
CS-124904,425,4,1076,-302.8761,119.55555555555556,1,2,2,122,Lost_Customers,0
CS-125051,197,3,2179,-267.57959999999997,363.1666666666667,2,2,3,223,Needs_Attention,0
CS-125052,827,1,503,131.049,125.75,1,1,1,111,Lost_Customers,2
CS-125053,28,6,3164,325.552,287.6363636363636,5,3,4,534,Loyal_Customers,0
CS-125054,59,6,5691,-6626.3895,632.3333333333334,4,3,5,435,Loyal_Customers,1
CS-18451,25,3,204,42.75,40.8,5,2,1,521,Potential_Loyalists,0
CS-18452,405,5,1390,-402.408,86.875,1,3,3,133,At_Risk,0
CS-18601,590,4,861,163.44,143.5,1,2,2,122,Lost_Customers,2
CS-18602,51,5,760,186.114,58.46153846153846,4,3,2,432,Loyal_Customers,0
CS-19501,136,2,533,244.47,266.5,3,1,1,311,Needs_Attention,0
CS-19502,237,2,80,8.76,40.0,2,1,1,211,Needs_Attention,0
CS-19503,500,1,101,-105.228,50.5,1,1,1,111,Lost_Customers,2
CS-21301,306,2,466,49.8,155.33333333333334,2,1,1,211,Needs_Attention,0
CS-21302,1017,1,25,6.03,25.0,1,1,1,111,Lost_Customers,2
CS-21303,527,1,877,-701.352,877.0,1,1,2,112,Lost_Customers,2
CS-21751,58,2,1380,387.198,345.0,4,1,3,413,Potential_Loyalists,0
CS-21752,256,3,1960,827.37,490.0,2,2,3,223,Needs_Attention,0
CS-22501,1190,1,179,43.68,89.5,1,1,1,111,Lost_Customers,2
CS-22502,3,3,1739,347.99399999999997,173.9,5,2,3,523,Potential_Loyalists,0
CS-23551,56,3,925,104.97,132.14285714285714,4,2,2,422,Potential_Loyalists,0
CS-23552,57,6,381,9.509999999999998,42.333333333333336,4,3,1,431,Loyal_Customers,0
CS-24001,12,3,1742,588.18,248.85714285714286,5,2,3,523,Potential_Loyalists,0
CS-24002,780,2,552,118.80000000000001,276.0,1,1,2,112,Lost_Customers,2
CS-24601,339,3,1707,16.71299999999998,189.66666666666666,2,2,3,223,Needs_Attention,0
CS-24602,203,5,964,125.12399999999998,192.8,2,3,2,232,At_Risk,0
CS-24901,170,1,14,7.05,14.0,2,1,1,211,Needs_Attention,0
CS-24902,498,2,1650,604.08,183.33333333333334,1,1,3,113,Lost_Customers,2
CS-25051,521,4,1804,270.33,200.44444444444446,1,2,3,123,Lost_Customers,2
CS-25052,51,3,91,15.48,30.333333333333332,4,2,1,421,Potential_Loyalists,0
CT-119951,322,4,4812,1457.082,437.45454545454544,2,2,5,225,Needs_Attention,0
CT-119952,199,9,3598,405.426,327.09090909090907,2,5,4,254,At_Risk,1
CT-119953,29,6,2064,485.66104,229.33333333333334,5,3,3,533,Loyal_Customers,0
CT-119954,97,8,3241,161.22629999999998,180.05555555555554,3,4,4,344,Loyal_Customers,1
CT-19951,784,2,424,-71.592,141.33333333333334,1,1,1,111,Lost_Customers,2
CV-122951,40,5,2602,555.1077,433.6666666666667,4,3,4,434,Loyal_Customers,0
CV-122952,73,4,670,233.94,74.44444444444444,4,2,2,422,Potential_Loyalists,0
CV-122953,52,6,2940,-155.68752,210.0,4,3,4,434,Loyal_Customers,0
CV-122954,255,5,2832,493.0861,217.84615384615384,2,3,4,234,At_Risk,0
CV-128051,5,5,3384,815.496,483.42857142857144,5,3,4,534,Loyal_Customers,0
CV-128052,35,5,3926,787.671,302.0,4,3,4,434,Loyal_Customers,0
CV-128053,939,1,84,35.28,84.0,1,1,1,111,Lost_Customers,2
CV-128054,6,9,2372,98.9975,124.84210526315789,5,5,3,553,Loyal_Customers,1
CV-22951,111,4,387,-75.62700000000001,48.375,3,2,1,321,Needs_Attention,0
CV-22952,86,5,896,-445.482,89.6,3,3,2,332,Loyal_Customers,0
CV-28051,418,3,3070,930.9240000000001,614.0,1,2,4,124,Lost_Customers,0
CV-28052,258,4,2021,-758.2620000000001,224.55555555555554,2,2,3,223,Needs_Attention,0
CW-119051,197,6,2652,194.346,241.0909090909091,2,3,4,234,At_Risk,0
CW-119052,9,8,7410,1956.351,435.88235294117646,5,4,5,545,Champions,1
CW-119053,360,5,1721,114.32260000000001,191.22222222222223,1,3,3,133,At_Risk,0
CW-119054,23,6,1138,370.8298,103.45454545454545,5,3,2,532,Loyal_Customers,0
CW-19051,385,3,922,179.1,184.4,1,2,2,122,Lost_Customers,0
CW-19052,1241,1,514,192.45,257.0,1,1,1,111,Lost_Customers,2
CY-127451,70,8,3267,1117.5906,251.30769230769232,4,4,4,444,Champions,1
CY-127452,120,8,3642,484.17449999999997,227.625,3,4,4,344,Loyal_Customers,1
CY-127453,368,7,4118,58.8472,294.14285714285717,1,4,4,144,At_Risk,1
CY-127454,61,8,2900,60.64669999999999,263.6363636363636,4,4,4,444,Champions,1
CY-27451,493,3,262,-187.626,52.4,1,2,1,121,Lost_Customers,2
CY-27452,1336,1,31,8.61,31.0,1,1,1,111,Lost_Customers,2
Co-126401,5,8,6813,1107.8148,252.33333333333334,5,4,5,545,Champions,1
Co-126402,20,6,1560,-160.017,173.33333333333334,5,3,3,533,Loyal_Customers,0
Co-126403,293,6,2607,141.73696,237.0,2,3,4,234,At_Risk,0
Co-126404,550,5,1300,205.6282,162.5,1,3,2,132,At_Risk,2
Co-26401,1092,3,755,-99.72299999999998,68.63636363636364,1,2,2,122,Lost_Customers,2
Co-26402,363,2,14,0.6000000000000001,7.0,1,1,1,111,Lost_Customers,0
DA-134501,124,6,3460,186.3387,230.66666666666666,3,3,4,334,Loyal_Customers,0
DA-134502,161,7,2972,-945.204,212.28571428571428,2,4,4,244,At_Risk,1
DA-134503,14,8,6447,-123.99643999999995,460.5,5,4,5,545,Champions,1
DA-134504,353,4,157,56.7904,19.625,1,2,1,121,Lost_Customers,0
DA-34501,951,2,1237,361.08000000000004,206.16666666666666,1,1,2,112,Lost_Customers,2
DA-34502,15,2,975,167.16000000000003,325.0,5,1,2,512,Potential_Loyalists,0
DB-129101,131,4,1088,-49.713300000000004,217.6,3,2,2,322,Needs_Attention,0
DB-129102,147,5,5773,1314.876,524.8181818181819,3,3,5,335,Loyal_Customers,1
DB-129103,3,10,3307,-914.548,157.47619047619048,5,5,4,554,Champions,1
DB-129104,22,8,2172,431.3748,181.0,5,4,3,543,Loyal_Customers,1
DB-129701,218,2,808,116.283,161.6,2,1,2,212,Needs_Attention,0
DB-129702,808,4,5520,133.959,1380.0,1,2,5,125,Lost_Customers,2
DB-129703,242,5,2840,213.00289999999998,202.85714285714286,2,3,4,234,At_Risk,0
DB-130601,17,7,9904,1955.5527000000002,707.4285714285714,5,4,5,545,Champions,1
DB-130602,442,8,7873,894.903,524.8666666666667,1,4,5,145,At_Risk,1
DB-130603,48,4,1169,-7.860039999999993,97.41666666666667,4,2,2,422,Potential_Loyalists,0
DB-130604,17,7,4532,473.02720000000005,348.61538461538464,5,4,5,545,Champions,1
DB-131201,918,3,350,64.587,87.5,1,2,1,121,Lost_Customers,2
DB-131202,6,4,1953,-693.7695,279.0,5,2,3,523,Potential_Loyalists,0
DB-131203,29,2,327,22.37312,109.0,5,1,1,511,Potential_Loyalists,0
DB-131204,49,7,2974,-1421.7692,212.42857142857142,4,4,4,444,Champions,1
DB-132101,17,7,2179,146.8419,128.1764705882353,5,4,3,543,Loyal_Customers,0
DB-132102,8,5,6544,720.597,467.42857142857144,5,3,5,535,Loyal_Customers,1
DB-132103,22,5,2689,442.56,268.9,5,3,4,534,Loyal_Customers,0
DB-132104,10,10,2333,169.9679,111.0952380952381,5,5,3,553,Loyal_Customers,1
DB-132701,34,8,2386,143.07,119.3,4,4,3,443,Loyal_Customers,1
DB-132702,10,6,4532,443.6925,377.6666666666667,5,3,5,535,Loyal_Customers,1
DB-132703,1122,3,118,-8.130000000000003,39.333333333333336,1,2,1,121,Lost_Customers,2
DB-132704,54,8,4655,841.8264,358.0769230769231,4,4,5,445,Champions,1
DB-133601,48,8,2322,8.266800000000003,178.6153846153846,4,4,3,443,Loyal_Customers,1
DB-133602,239,8,1498,109.428,149.8,2,4,3,243,At_Risk,0
DB-133603,68,7,2018,439.74356,126.125,4,4,3,443,Loyal_Customers,0
DB-133604,265,5,1081,291.0085,180.16666666666666,2,3,2,232,At_Risk,0
DB-134051,29,8,8105,1347.5244,506.5625,5,5,5,555,Champions,1
DB-134052,483,7,2879,107.70150000000001,287.9,1,4,4,144,At_Risk,0
DB-134053,108,7,3390,94.67875999999998,376.6666666666667,3,4,4,344,Loyal_Customers,1
DB-134054,188,4,1712,438.9092,122.28571428571429,2,2,3,223,Needs_Attention,0
DB-135551,41,8,2331,311.553,179.30769230769232,4,5,3,453,Loyal_Customers,1
DB-135552,73,2,1202,77.66699999999999,150.25,4,1,2,412,Potential_Loyalists,0
DB-135553,37,5,1971,444.4676,197.1,4,3,3,433,Loyal_Customers,0
DB-135554,108,7,3909,109.327,279.2142857142857,3,4,4,344,Loyal_Customers,1
DB-136151,28,5,2567,705.39,256.7,5,3,4,534,Loyal_Customers,0
DB-136152,578,9,3874,968.4870000000001,242.125,1,5,4,154,At_Risk,1
DB-136153,118,7,1602,-117.43020000000001,123.23076923076923,3,4,3,343,Loyal_Customers,0
DB-136154,34,7,1989,438.80119999999994,180.8181818181818,4,4,3,443,Loyal_Customers,0
DB-136601,31,6,4522,186.0186,376.8333333333333,5,3,5,535,Loyal_Customers,1
DB-136602,402,4,3961,1401.984,565.8571428571429,1,2,4,124,Lost_Customers,0
DB-136603,282,3,1758,-498.33975999999996,293.0,2,2,3,223,Needs_Attention,0
DB-136604,13,7,1156,177.6735,115.6,5,4,2,542,Loyal_Customers,0
DB-29101,334,2,792,198.42000000000002,158.4,2,1,2,212,Needs_Attention,0
DB-29102,499,2,1180,207.54,393.3333333333333,1,1,2,112,Lost_Customers,2
DB-29103,55,4,1080,468.99,135.0,4,2,2,422,Potential_Loyalists,0
DB-29701,219,1,181,30.57,90.5,2,1,1,211,Needs_Attention,0
DB-29702,58,3,332,93.15,55.333333333333336,4,2,1,421,Potential_Loyalists,0
DB-30601,247,3,631,59.081999999999994,90.14285714285714,2,2,2,222,Needs_Attention,0
DB-30602,9,5,1441,277.656,160.11111111111111,5,3,3,533,Loyal_Customers,0
DB-31201,673,2,206,-272.898,51.5,1,1,1,111,Lost_Customers,2
DB-31202,359,2,465,30.779999999999998,232.5,1,1,1,111,Lost_Customers,0
DB-32101,629,6,370,-42.759,37.0,1,3,1,131,At_Risk,2
DB-32102,583,1,17,-11.4,17.0,1,1,1,111,Lost_Customers,2
DB-32701,532,1,662,135.75,132.4,1,1,2,112,Lost_Customers,2
DB-32702,49,1,225,84.03,45.0,4,1,1,411,Potential_Loyalists,0
DB-33601,435,2,3691,1074.2699999999998,527.2857142857143,1,1,4,114,Lost_Customers,0
DB-34051,558,2,548,-30.257999999999996,274.0,1,1,1,111,Lost_Customers,2
DB-35551,6,1,131,33.45,65.5,5,1,1,511,Potential_Loyalists,0
DB-35552,42,2,840,265.812,420.0,4,1,2,412,Potential_Loyalists,0
DB-36151,108,3,2686,917.5020000000001,447.6666666666667,3,2,4,324,Needs_Attention,0
DB-36152,126,1,137,54.93000000000001,68.5,3,1,1,311,Needs_Attention,0
DB-36601,238,1,728,173.43,182.0,2,1,2,212,Needs_Attention,0
DB-36602,812,2,1479,-22.968000000000004,493.0,1,1,3,113,Lost_Customers,2
DC-128501,98,7,3085,155.81550000000001,171.38888888888889,3,4,4,344,Loyal_Customers,1
DC-128502,72,3,1339,273.96000000000004,223.16666666666666,4,2,2,422,Potential_Loyalists,0
DC-128503,42,10,1548,352.29200000000003,91.05882352941177,4,5,3,453,Loyal_Customers,1
DC-128504,38,9,3336,-1441.6313,185.33333333333334,4,5,4,454,Champions,1
DC-132851,451,2,440,144.36,220.0,1,1,1,111,Lost_Customers,2
DC-132852,120,5,7308,48.78749999999994,609.0,3,3,5,335,Loyal_Customers,1
DC-132853,19,11,7248,718.1744,268.44444444444446,5,5,5,555,Champions,1
DC-132854,24,5,1175,132.0682,167.85714285714286,5,3,2,532,Loyal_Customers,0
DC-28501,316,4,1476,207.834,210.85714285714286,2,2,3,223,Needs_Attention,0
DC-28502,35,2,2091,209.76,348.5,4,1,3,413,Potential_Loyalists,0
DC-28503,201,3,564,171.48000000000002,112.8,2,2,2,222,Needs_Attention,0
DC-32851,738,2,574,146.34,143.5,1,1,2,112,Lost_Customers,2
DC-32852,393,2,227,-324.39599999999996,113.5,1,1,1,111,Lost_Customers,0
DD-135701,111,2,551,156.29099999999997,183.66666666666666,3,1,2,312,Needs_Attention,0
DD-135702,145,10,6899,660.8850000000001,275.96,3,5,5,355,Loyal_Customers,1
DD-135703,78,6,1023,106.1568,73.07142857142857,3,3,2,332,Loyal_Customers,0
DD-135704,42,6,269,36.4344,29.88888888888889,4,3,1,431,Loyal_Customers,0
DD-35701,64,5,1823,422.21999999999997,202.55555555555554,4,3,3,433,Loyal_Customers,0
DD-35702,141,3,506,17.664,84.33333333333333,3,2,1,321,Needs_Attention,0
DE-132551,20,5,3761,452.997,313.4166666666667,5,3,4,534,Loyal_Customers,0
DE-132552,29,4,1269,395.535,317.25,5,2,2,522,Potential_Loyalists,0
DE-132553,131,8,2503,344.884,147.23529411764707,3,5,3,353,Loyal_Customers,1
DE-132554,720,5,2551,464.47139999999996,283.44444444444446,1,3,4,134,At_Risk,2
DE-32551,521,2,142,48.99,47.333333333333336,1,1,1,111,Lost_Customers,2
DE-32552,49,6,2573,28.620000000000005,257.3,4,3,4,434,Loyal_Customers,0
DF-131351,10,8,4201,-133.28009999999998,221.10526315789474,5,5,4,554,Champions,1
DF-131352,47,4,3288,912.318,328.8,4,2,4,424,Potential_Loyalists,0
DF-131353,416,3,359,-45.728,89.75,1,2,1,121,Lost_Customers,0
DF-131354,701,3,2391,-259.3097,398.5,1,2,3,123,Lost_Customers,2
DF-31351,44,2,1049,259.02,209.8,4,1,2,412,Potential_Loyalists,0
DF-31352,926,2,252,-369.948,31.5,1,1,1,111,Lost_Customers,2
DG-133001,108,10,5020,940.836,295.29411764705884,3,5,5,355,Loyal_Customers,1
DG-133002,128,6,2484,80.88,207.0,3,3,3,333,Loyal_Customers,0
DG-133003,31,7,3034,482.764,202.26666666666668,5,4,4,544,Champions,1
DG-133004,33,5,3195,562.7761,399.375,5,3,4,534,Loyal_Customers,0
DG-33001,379,5,2949,317.0880000000001,268.09090909090907,1,3,4,134,At_Risk,0
DG-33002,15,1,33,-10.026,33.0,5,1,1,511,Potential_Loyalists,0
DH-130751,76,5,3831,-364.3764,383.1,4,3,4,434,Loyal_Customers,0
DH-130752,112,5,2386,380.32050000000004,238.6,3,3,3,333,Loyal_Customers,0
DH-130753,93,9,2978,160.89199999999997,229.07692307692307,3,5,4,354,Loyal_Customers,1
DH-130754,278,6,4933,1193.7404000000001,214.47826086956522,2,3,5,235,At_Risk,1
DH-136751,93,3,3433,520.6545000000001,429.125,3,2,4,324,Needs_Attention,0
DH-136752,22,3,2518,260.442,629.5,5,2,3,523,Potential_Loyalists,0
DH-136753,24,7,822,-54.76399999999999,117.42857142857143,5,4,2,542,Loyal_Customers,0
DH-136754,777,4,1042,116.667,94.72727272727273,1,2,2,122,Lost_Customers,2
DH-30751,160,6,1587,427.08,75.57142857142857,2,3,3,233,At_Risk,0
DH-30752,490,4,476,-115.78800000000001,79.33333333333333,1,2,1,121,Lost_Customers,2
DH-36751,120,6,3412,1160.046,379.1111111111111,3,3,4,334,Loyal_Customers,0
DH-36752,933,1,30,2.67,30.0,1,1,1,111,Lost_Customers,2
DH-36753,21,5,1220,145.428,87.14285714285714,5,3,2,532,Loyal_Customers,0
DJ-134201,51,7,5230,1184.0384999999999,402.3076923076923,4,4,5,445,Champions,1
DJ-134202,23,11,11158,1245.522,464.9166666666667,5,5,5,555,Champions,1
DJ-134203,433,6,3740,260.54064,233.75,1,3,4,134,At_Risk,0
DJ-134204,638,4,2012,483.035,402.4,1,2,3,123,Lost_Customers,2
DJ-135101,7,6,2668,655.6509,266.8,5,3,4,534,Loyal_Customers,0
DJ-135102,167,7,4513,854.4,265.47058823529414,2,4,5,245,At_Risk,1
DJ-135103,85,10,5736,840.559,197.79310344827587,3,5,5,355,Loyal_Customers,1
DJ-135104,49,8,2502,345.2521,192.46153846153845,4,5,3,453,Loyal_Customers,1
DJ-136301,66,11,4266,-261.489,213.3,4,5,4,454,Champions,1
DJ-136302,420,9,2730,781.737,210.0,1,5,4,154,At_Risk,1
DJ-136303,325,4,2206,954.0640000000001,367.6666666666667,2,2,3,223,Needs_Attention,0
DJ-136304,13,3,3357,731.5644,419.625,5,2,4,524,Potential_Loyalists,0
DJ-34201,115,3,263,72.89999999999999,65.75,3,2,1,321,Needs_Attention,0
DJ-34202,2,1,158,9.36,158.0,5,1,1,511,Potential_Loyalists,0
DJ-35101,119,3,2406,846.51,802.0,3,2,3,323,Needs_Attention,0
DJ-35102,583,1,194,73.56,194.0,1,1,1,111,Lost_Customers,2
DJ-35103,7,3,3376,694.53,675.2,5,2,4,524,Potential_Loyalists,0
DJ-36301,254,2,245,95.75999999999999,122.5,2,1,1,211,Needs_Attention,0
DJ-36302,35,4,1048,374.118,209.6,4,2,2,422,Potential_Loyalists,0
DK-128351,58,7,2628,449.78069999999997,238.9090909090909,4,4,4,444,Champions,0
DK-128352,178,5,4960,1549.83,551.1111111111111,2,3,5,235,At_Risk,1
DK-128353,58,8,6745,-248.54599999999996,321.1904761904762,4,5,5,455,Champions,1
DK-128354,22,12,3256,881.1228,120.5925925925926,5,5,4,554,Champions,1
DK-128951,55,5,6372,447.3642,637.2,4,3,5,435,Loyal_Customers,1
DK-128952,58,5,2533,-400.977,253.3,4,3,3,433,Loyal_Customers,0
DK-128953,273,7,5157,96.62595999999999,286.5,2,4,5,245,At_Risk,1
DK-128954,46,5,4283,937.6496000000001,285.53333333333336,4,3,5,435,Loyal_Customers,0
DK-129851,2,12,5573,471.65250000000003,265.3809523809524,5,5,5,555,Champions,1
DK-129852,38,9,2819,550.3979999999999,128.13636363636363,4,5,4,454,Champions,1
DK-129853,98,9,4743,452.108,395.25,3,5,5,355,Loyal_Customers,1
DK-129854,8,5,1687,-107.35379999999998,210.875,5,3,3,533,Loyal_Customers,0
DK-130901,9,18,10186,1396.1412,328.5806451612903,5,5,5,555,Champions,1
DK-130902,25,6,5428,1927.284,603.1111111111111,5,3,5,535,Loyal_Customers,1
DK-130903,76,5,916,144.617,114.5,4,3,2,432,Loyal_Customers,0
DK-130904,43,7,2652,536.3935,204.0,4,4,4,444,Champions,0
DK-131501,72,8,4872,442.27000000000004,374.7692307692308,4,5,5,455,Champions,1
DK-131502,168,6,5970,983.409,497.5,2,3,5,235,At_Risk,1
DK-131503,422,6,4340,389.1,482.22222222222223,1,3,5,135,At_Risk,1
DK-131504,11,2,798,249.9447,159.6,5,1,2,512,Potential_Loyalists,0
DK-132251,2,8,652,79.6626,72.44444444444444,5,5,2,552,Loyal_Customers,0
DK-132252,27,6,1819,253.70999999999998,181.9,5,3,3,533,Loyal_Customers,0
DK-132253,84,6,1972,355.052,281.7142857142857,3,3,3,333,Loyal_Customers,0
DK-132254,11,9,4802,209.8994,252.73684210526315,5,5,5,555,Champions,1
DK-133751,86,6,4420,425.385,276.25,3,3,5,335,Loyal_Customers,1
DK-133752,55,5,3069,90.34500000000001,306.9,4,3,4,434,Loyal_Customers,0
DK-133753,5,7,5450,1266.988,454.1666666666667,5,4,5,545,Champions,1
DK-133754,20,8,3318,377.0799,144.2608695652174,5,5,4,554,Champions,1
DK-28351,108,3,1830,266.811,366.0,3,2,3,323,Needs_Attention,0
DK-28352,22,8,1542,18.851999999999997,118.61538461538461,5,5,3,553,Loyal_Customers,0
DK-28951,147,2,254,86.49000000000001,50.8,3,1,1,311,Needs_Attention,0
DK-28952,160,4,1039,196.41,86.58333333333333,2,2,2,222,Needs_Attention,0
DK-29851,1207,1,81,-78.888,81.0,1,1,1,111,Lost_Customers,2
DK-30901,69,2,67,-0.4319999999999986,33.5,4,1,1,411,Potential_Loyalists,0
DK-30902,168,1,207,76.56,207.0,2,1,1,211,Needs_Attention,0
DK-31501,58,4,333,106.97999999999999,83.25,4,2,1,421,Potential_Loyalists,0
DK-31502,213,10,1246,7.433999999999989,83.06666666666666,2,5,2,252,At_Risk,1
DK-32251,66,5,822,101.63999999999999,117.42857142857143,4,3,2,432,Loyal_Customers,0
DK-32252,251,3,585,7.134,146.25,2,2,2,222,Needs_Attention,0
DK-33751,118,4,1764,434.90999999999997,294.0,3,2,3,323,Needs_Attention,0
DK-33752,1395,1,60,23.88,60.0,1,1,1,111,Lost_Customers,2
DK-33753,307,5,2022,346.92,252.75,2,3,3,233,At_Risk,0
DL-128651,58,7,4683,920.1255000000001,390.25,4,4,5,445,Champions,1
DL-128652,119,10,3023,-850.782,188.9375,3,5,4,354,Loyal_Customers,1
DL-128653,176,9,1977,-111.25739999999999,152.07692307692307,2,5,3,253,At_Risk,1
DL-128654,101,8,1504,322.2449,107.42857142857143,3,5,3,353,Loyal_Customers,0
DL-129251,58,6,4807,1275.3216,300.4375,4,3,5,435,Loyal_Customers,1
DL-129252,1413,1,117,31.56,58.5,1,1,1,111,Lost_Customers,2
DL-129253,69,8,3169,100.6992,150.9047619047619,4,5,4,454,Champions,1
DL-129254,58,6,3274,4.213200000000029,233.85714285714286,4,3,4,434,Loyal_Customers,0
DL-133151,225,4,1850,448.26,264.2857142857143,2,2,3,223,Needs_Attention,0
DL-133152,19,9,13191,2243.4645,507.34615384615387,5,5,5,555,Champions,1
DL-133153,35,6,2007,-715.3720000000001,133.8,4,3,3,433,Loyal_Customers,0
DL-133154,23,8,1458,288.8732,85.76470588235294,5,5,3,553,Loyal_Customers,0
DL-133301,13,10,9729,1816.8419999999999,405.375,5,5,5,555,Champions,1
DL-133302,205,9,4514,214.42499999999995,214.95238095238096,2,5,5,255,At_Risk,1
DL-133303,28,11,1949,398.804,114.6470588235294,5,5,3,553,Loyal_Customers,1
DL-133304,58,4,585,222.68120000000002,73.125,4,2,2,422,Potential_Loyalists,0
DL-134951,509,5,4541,1172.7689999999998,756.8333333333334,1,3,5,135,At_Risk,0
DL-134952,23,8,5618,851.643,401.2857142857143,5,5,5,555,Champions,1
DL-134953,56,6,2176,503.14,155.42857142857142,4,3,3,433,Loyal_Customers,0
DL-134954,77,8,3540,-52.78800000000001,295.0,4,5,4,454,Champions,1
DL-28651,203,2,926,189.12,154.33333333333334,2,1,2,212,Needs_Attention,0
DL-28652,502,1,256,30.66,256.0,1,1,1,111,Lost_Customers,2
DL-28653,274,4,321,-74.076,53.5,2,2,1,221,Needs_Attention,0
DL-29251,38,2,356,-229.653,35.6,4,1,1,411,Potential_Loyalists,0
DL-29252,156,5,478,-73.701,53.111111111111114,2,3,1,231,At_Risk,0
DL-33151,48,3,715,154.89000000000001,102.14285714285714,4,2,2,422,Potential_Loyalists,0
DL-33152,104,3,1031,378.42,257.75,3,2,2,322,Needs_Attention,0
DL-33301,953,1,14,0.54,14.0,1,1,1,111,Lost_Customers,2
DL-33302,706,1,156,7.44,78.0,1,1,1,111,Lost_Customers,2
DL-33303,856,1,989,86.76,494.5,1,1,2,112,Lost_Customers,2
DL-34951,461,3,655,-819.192,131.0,1,2,2,122,Lost_Customers,2
DL-34952,283,2,118,-94.70400000000001,23.6,2,1,1,211,Needs_Attention,0
DM-129551,161,7,7348,856.0536,432.2352941176471,2,4,5,245,At_Risk,1
DM-129552,41,9,3887,307.116,323.9166666666667,4,5,4,454,Champions,1
DM-129553,266,9,7304,934.29232,384.42105263157896,2,5,5,255,At_Risk,1
DM-129554,115,7,1321,108.75829999999999,146.77777777777777,3,4,2,342,Loyal_Customers,0
DM-130151,6,10,5904,-35.36520000000001,393.6,5,5,5,555,Champions,1
DM-130152,6,10,2930,-265.206,225.3846153846154,5,5,4,554,Champions,1
DM-130153,97,3,448,154.04000000000002,74.66666666666667,3,2,1,321,Needs_Attention,0
DM-130154,58,7,6344,1677.3930999999998,317.2,4,4,5,445,Champions,1
DM-133451,91,7,6883,1577.6415,529.4615384615385,3,4,5,345,Loyal_Customers,1
DM-133452,3,8,4806,-213.09299999999996,282.70588235294116,5,5,5,555,Champions,1
DM-133453,569,4,1290,193.20000000000002,322.5,1,2,2,122,Lost_Customers,2
DM-133454,23,8,4074,1319.0586,313.38461538461536,5,5,4,554,Champions,1
DM-135251,324,6,2553,364.09200000000004,319.125,2,4,4,244,At_Risk,0
DM-135252,59,4,3505,-1682.97,389.44444444444446,4,2,4,424,Potential_Loyalists,0
DM-135253,36,6,2208,193.54768,200.72727272727272,4,4,3,443,Loyal_Customers,0
DM-135254,482,3,1378,199.7688,137.8,1,2,3,123,Lost_Customers,2
DM-29551,651,3,878,-172.45199999999997,97.55555555555556,1,2,2,122,Lost_Customers,2
DM-29552,709,1,139,44.34,46.333333333333336,1,1,1,111,Lost_Customers,2
DM-29553,13,5,1420,228.81900000000002,202.85714285714286,5,3,3,533,Loyal_Customers,0
DM-30151,3,3,966,79.05,138.0,5,2,2,522,Potential_Loyalists,0
DM-30152,31,3,1141,381.84000000000003,228.2,5,2,2,522,Potential_Loyalists,0
DM-33451,146,3,334,-96.92999999999998,55.666666666666664,3,2,1,321,Needs_Attention,0
DM-33452,462,3,4664,-5377.68,777.3333333333334,1,2,5,125,Lost_Customers,0
DM-35251,1151,1,246,58.05,49.2,1,1,1,111,Lost_Customers,2
DM-35252,324,2,1183,422.4,295.75,2,1,2,212,Needs_Attention,0
DM-35253,322,3,763,171.69600000000003,152.6,2,2,2,222,Needs_Attention,0
DN-136901,20,6,2649,314.469,331.125,5,4,4,544,Champions,0
DN-136902,42,5,3020,267.26099999999997,335.55555555555554,4,3,4,434,Loyal_Customers,0
DN-136903,266,6,5290,-410.85200000000003,440.8333333333333,2,4,5,245,At_Risk,1
DN-136904,218,7,2139,540.5405,194.45454545454547,2,4,3,243,At_Risk,0
DN-36901,13,3,735,-637.764,56.53846153846154,5,2,2,522,Potential_Loyalists,0
DN-36902,435,1,949,251.19,237.25,1,1,2,112,Lost_Customers,2
DN-36903,594,1,133,-91.30199999999999,44.333333333333336,1,1,1,111,Lost_Customers,2
DO-134351,162,8,9101,3056.2920000000004,700.0769230769231,2,5,5,255,At_Risk,1
DO-134352,288,3,2697,77.112,299.6666666666667,2,2,4,224,Needs_Attention,0
DO-134353,65,12,2184,112.93,94.95652173913044,4,5,3,453,Loyal_Customers,1
DO-134354,134,9,1298,-38.9086,99.84615384615384,3,5,2,352,Loyal_Customers,1
DO-136451,380,6,6540,1073.112,384.70588235294116,1,4,5,145,At_Risk,1
DO-136452,107,6,2329,186.339,122.57894736842105,3,4,3,343,Loyal_Customers,0
DO-136453,231,6,1947,444.31391999999994,162.25,2,4,3,243,At_Risk,0
